x,y
73.3488,34.1116
73.3891,34.1239
73.4294,34.1362
73.4697,34.1485
73.51,34.1607
73.5503,34.1729
73.5906,34.1852
73.6308,34.1974
73.6711,34.2096
73.7113,34.2218
73.7516,34.2339
73.7918,34.2461
73.832,34.2582
73.8722,34.2704
73.9124,34.2825
73.9525,34.2946
73.9927,34.3067
74.0329,34.3187
74.073,34.3308
74.1131,34.3429
74.1532,34.3549
74.1933,34.3669
74.2334,34.3789
74.2735,34.3909
74.3136,34.4029
74.3537,34.4149
74.3937,34.4268
74.4337,34.4388
74.4738,34.4507
74.5138,34.4626
74.5538,34.4745
74.5938,34.4864
74.6338,34.4983
74.6737,34.5102
74.7137,34.522
74.7537,34.5339
74.7936,34.5457
74.8335,34.5575
74.8734,34.5693
74.9134,34.5811
74.9532,34.5929
74.9931,34.6046
75.033,34.6164
75.0729,34.6281
75.1127,34.6398
75.1526,34.6516
75.1924,34.6633
75.2322,34.6749
75.272,34.6866
75.3118,34.6983
75.3516,34.7099
75.3914,34.7215
75.4311,34.7332
75.4709,34.7448
75.5106,34.7564
75.5503,34.7679
75.5901,34.7795
75.6298,34.7911
75.6695,34.8026
75.7092,34.8141
75.7488,34.8256
75.7885,34.8371
75.8281,34.8486
75.8678,34.8601
75.9074,34.8716
75.947,34.883
75.9866,34.8945
76.0262,34.9059
76.0658,34.9173
76.1054,34.9287
76.145,34.9401
76.1845,34.9514
76.2241,34.9628
76.2636,34.9741
76.3031,34.9855
76.3426,34.9968
76.3821,35.0081
76.4216,35.0194
76.4611,35.0307
76.5006,35.042
76.54,35.0532
76.5795,35.0644
76.6189,35.0757
76.6583,35.0869
76.6978,35.0981
76.7372,35.1093
76.7766,35.1205
76.8159,35.1316
76.8553,35.1428
76.8947,35.1539
76.934,35.1651
76.9734,35.1762
77.0127,35.1873
77.052,35.1984
77.0913,35.2094
77.1306,35.2205
77.1699,35.2316
77.2092,35.2426
77.2484,35.2536
77.2877,35.2646
77.3269,35.2756
77.3662,35.2866
77.4054,35.2976
77.4446,35.3085
77.4838,35.3195
77.523,35.3304
77.5622,35.3414
77.6013,35.3523
77.6405,35.3632
77.6796,35.374
77.7188,35.3849
77.7579,35.3958
77.797,35.4066
77.8361,35.4175
77.8752,35.4283
77.9143,35.4391
77.9534,35.4499
77.9924,35.4607
78.0315,35.4714
78.0705,35.4822
78.1096,35.4929
78.1486,35.5037
78.1876,35.5144
78.2266,35.5251
78.2656,35.5358
78.3046,35.5465
78.3435,35.5571
78.3825,35.5678
78.4214,35.5784
78.4604,35.5891
78.4993,35.5997
78.5382,35.6103
78.5771,35.6209
78.616,35.6315
78.6549,35.642
78.6938,35.6526
78.7326,35.6631
78.7715,35.6736
78.8103,35.6842
78.8492,35.6947
78.888,35.7052
78.9268,35.7156
78.9656,35.7261
79.0044,35.7366
79.0432,35.747
79.0819,35.7574
79.1207,35.7678
79.1594,35.7782
79.1982,35.7886
79.2369,35.799
79.2756,35.8094
79.3143,35.8197
79.353,35.8301
79.3917,35.8404
79.4304,35.8507
79.4691,35.861
79.5077,35.8713
79.5464,35.8816
79.585,35.8918
79.6236,35.9021
79.6622,35.9123
79.7008,35.9226
79.7394,35.9328
79.778,35.943
79.8166,35.9532
79.8551,35.9633
79.8937,35.9735
79.9322,35.9837
79.9708,35.9938
80.0093,36.0039
80.0478,36.014
80.0863,36.0241
80.1248,36.0342
80.1633,36.0443
80.2018,36.0544
80.2402,36.0644
80.2787,36.0745
80.3171,36.0845
80.3555,36.0945
80.394,36.1045
80.4324,36.1145
80.4708,36.1245
80.5092,36.1344
80.5475,36.1444
80.5859,36.1543
80.6243,36.1643
80.6626,36.1742
80.7009,36.1841
80.7393,36.194
80.7776,36.2039
80.8159,36.2137
80.8542,36.2236
80.8925,36.2334
80.9308,36.2432
80.969,36.2531
81.0073,36.2629
81.0455,36.2727
81.0838,36.2824
81.122,36.2922
81.1602,36.302
81.1984,36.3117
81.2366,36.3214
81.2748,36.3311
81.313,36.3408
81.3512,36.3505
81.3893,36.3602
81.4275,36.3699
81.4656,36.3795
81.5037,36.3892
81.5419,36.3988
81.58,36.4084
81.6181,36.418
81.6561,36.4276
81.6942,36.4372
81.7323,36.4468
81.7704,36.4563
81.8084,36.4659
81.8464,36.4754
81.8845,36.4849
81.9225,36.4944
81.9605,36.5039
81.9985,36.5134
82.0365,36.5229
82.0745,36.5324
82.1124,36.5418
82.1504,36.5512
82.1883,36.5607
82.2263,36.5701
82.2642,36.5795
82.3021,36.5888
82.34,36.5982
82.3779,36.6076
82.4158,36.6169
82.4537,36.6263
82.4916,36.6356
82.5294,36.6449
82.5673,36.6542
82.6051,36.6635
82.6429,36.6728
82.6808,36.682
82.7186,36.6913
82.7564,36.7005
82.7942,36.7097
82.8319,36.719
82.8697,36.7282
82.9075,36.7373
82.9452,36.7465
82.983,36.7557
83.0207,36.7648
83.0584,36.774
83.0961,36.7831
83.1338,36.7922
83.1715,36.8013
83.2092,36.8104
83.2469,36.8195
83.2846,36.8286
83.3222,36.8376
83.3599,36.8467
83.3975,36.8557
83.4351,36.8647
83.4727,36.8737
83.5103,36.8827
83.5479,36.8917
83.5855,36.9007
83.6231,36.9096
83.6607,36.9186
83.6982,36.9275
83.7358,36.9364
83.7733,36.9454
83.8108,36.9542
83.8484,36.9631
83.8859,36.972
83.9234,36.9809
83.9609,36.9897
83.9983,36.9986
84.0358,37.0074
84.0733,37.0162
84.1107,37.025
84.1482,37.0338
84.1856,37.0426
84.223,37.0513
84.2604,37.0601
84.2978,37.0688
84.3352,37.0776
84.3726,37.0863
84.41,37.095
84.4473,37.1037
84.4847,37.1124
84.5221,37.121
84.5594,37.1297
84.5967,37.1383
84.634,37.147
84.6713,37.1556
84.7086,37.1642
84.7459,37.1728
84.7832,37.1814
84.8205,37.1899
84.8577,37.1985
84.895,37.2071
84.9322,37.2156
84.9695,37.2241
85.0067,37.2326
85.0439,37.2411
85.0811,37.2496
85.1183,37.2581
85.1555,37.2666
85.1927,37.275
85.2298,37.2835
85.267,37.2919
85.3041,37.3003
85.3413,37.3087
85.3784,37.3171
85.4155,37.3255
85.4526,37.3339
85.4897,37.3422
85.5268,37.3506
85.5639,37.3589
85.601,37.3672
85.638,37.3755
85.6751,37.3838
85.7121,37.3921
85.7491,37.4004
85.7862,37.4087
85.8232,37.4169
85.8602,37.4251
85.8972,37.4334
85.9342,37.4416
85.9712,37.4498
86.0081,37.458
86.0451,37.4662
86.082,37.4743
86.119,37.4825
86.1559,37.4906
86.1928,37.4988
86.2297,37.5069
86.2666,37.515
86.3035,37.5231
86.3404,37.5312
86.3773,37.5392
86.4142,37.5473
86.451,37.5554
86.4879,37.5634
86.5247,37.5714
86.5615,37.5794
86.5983,37.5874
86.6352,37.5954
86.672,37.6034
86.7088,37.6114
86.7455,37.6193
86.7823,37.6273
86.8191,37.6352
86.8558,37.6431
86.8926,37.651
86.9293,37.6589
86.966,37.6668
87.0028,37.6747
87.0395,37.6825
87.0762,37.6904
87.1129,37.6982
87.1495,37.7061
87.1862,37.7139
87.2229,37.7217
87.2595,37.7295
87.2962,37.7372
87.3328,37.745
87.3694,37.7528
87.406,37.7605
87.4427,37.7682
87.4793,37.776
87.5158,37.7837
87.5524,37.7914
87.589,37.799
87.6256,37.8067
87.6621,37.8144
87.6987,37.822
87.7352,37.8297
87.7717,37.8373
87.8082,37.8449
87.8447,37.8525
87.8812,37.8601
87.9177,37.8677
87.9542,37.8752
87.9907,37.8828
88.0272,37.8903
88.0636,37.8979
88.1,37.9054
88.1365,37.9129
88.1729,37.9204
88.2093,37.9279
88.2457,37.9354
88.2821,37.9428
88.3185,37.9503
88.3549,37.9577
88.3913,37.9651
88.4276,37.9726
88.464,37.98
88.5003,37.9874
88.5367,37.9947
88.573,38.0021
88.6093,38.0095
88.6456,38.0168
88.6819,38.0241
88.7182,38.0315
88.7545,38.0388
88.7908,38.0461
88.827,38.0534
88.8633,38.0606
88.8996,38.0679
88.9358,38.0752
88.972,38.0824
89.0082,38.0896
89.0444,38.0969
89.0807,38.1041
89.1168,38.1113
89.153,38.1184
89.1892,38.1256
89.2254,38.1328
89.2615,38.1399
89.2977,38.1471
89.3338,38.1542
89.3699,38.1613
89.4061,38.1684
89.4422,38.1755
89.4783,38.1826
89.5144,38.1896
89.5505,38.1967
89.5865,38.2037
89.6226,38.2108
89.6587,38.2178
89.6947,38.2248
89.7308,38.2318
89.7668,38.2388
89.8028,38.2458
89.8388,38.2527
89.8749,38.2597
89.9109,38.2666
89.9468,38.2736
89.9828,38.2805
90.0188,38.2874
90.0548,38.2943
90.0907,38.3012
90.1267,38.308
90.1626,38.3149
90.1985,38.3218
90.2344,38.3286
90.2704,38.3354
90.3063,38.3422
90.3422,38.349
90.378,38.3558
90.4139,38.3626
90.4498,38.3694
90.4856,38.3761
90.5215,38.3829
90.5573,38.3896
90.5932,38.3963
90.629,38.4031
90.6648,38.4098
90.7006,38.4164
90.7364,38.4231
90.7722,38.4298
90.808,38.4364
90.8437,38.4431
90.8795,38.4497
90.9153,38.4563
90.951,38.463
90.9867,38.4696
91.0225,38.4761
91.0582,38.4827
91.0939,38.4893
91.1296,38.4958
91.1653,38.5024
91.201,38.5089
91.2367,38.5154
91.2723,38.5219
91.308,38.5284
91.3436,38.5349
91.3793,38.5414
91.4149,38.5478
91.4505,38.5543
91.4861,38.5607
91.5218,38.5672
91.5574,38.5736
91.5929,38.58
91.6285,38.5864
91.6641,38.5928
91.6997,38.5991
91.7352,38.6055
91.7708,38.6118
91.8063,38.6182
91.8418,38.6245
91.8774,38.6308
91.9129,38.6371
91.9484,38.6434
91.9839,38.6497
92.0194,38.656
92.0548,38.6622
92.0903,38.6685
92.1258,38.6747
92.1612,38.6809
92.1967,38.6871
92.2321,38.6933
92.2675,38.6995
92.3029,38.7057
92.3384,38.7119
92.3738,38.718
92.4092,38.7242
92.4445,38.7303
92.4799,38.7364
92.5153,38.7425
92.5506,38.7486
92.586,38.7547
92.6213,38.7608
92.6567,38.7669
92.692,38.7729
92.7273,38.779
92.7626,38.785
92.7979,38.791
92.8332,38.797
92.8685,38.803
92.9038,38.809
92.939,38.815
92.9743,38.821
93.0096,38.8269
93.0448,38.8329
93.08,38.8388
93.1153,38.8447
93.1505,38.8506
93.1857,38.8565
93.2209,38.8624
93.2561,38.8683
93.2913,38.8741
93.3264,38.88
93.3616,38.8858
93.3968,38.8917
93.4319,38.8975
93.4671,38.9033
93.5022,38.9091
93.5373,38.9149
93.5724,38.9206
93.6075,38.9264
93.6426,38.9322
93.6777,38.9379
93.7128,38.9436
93.7479,38.9493
93.7829,38.9551
93.818,38.9608
93.8531,38.9664
93.8881,38.9721
93.9231,38.9778
93.9582,38.9834
93.9932,38.9891
94.0282,38.9947
94.0632,39.0003
94.0982,39.0059
94.1332,39.0115
94.1681,39.0171
94.2031,39.0227
94.2381,39.0282
94.273,39.0338
94.308,39.0393
94.3429,39.0449
94.3778,39.0504
94.4127,39.0559
94.4476,39.0614
94.4825,39.0669
94.5174,39.0723
94.5523,39.0778
94.5872,39.0833
94.6221,39.0887
94.6569,39.0941
94.6918,39.0995
94.7266,39.105
94.7615,39.1103
94.7963,39.1157
94.8311,39.1211
94.8659,39.1265
94.9007,39.1318
94.9355,39.1372
94.9703,39.1425
95.0051,39.1478
95.0398,39.1531
95.0746,39.1584
95.1094,39.1637
95.1441,39.169
95.1788,39.1742
95.2136,39.1795
95.2483,39.1847
95.283,39.19
95.3177,39.1952
95.3524,39.2004
95.3871,39.2056
95.4218,39.2108
95.4565,39.216
95.4911,39.2211
95.5258,39.2263
95.5604,39.2314
95.5951,39.2365
95.6297,39.2417
95.6643,39.2468
95.6989,39.2519
95.7335,39.257
95.7681,39.262
95.8027,39.2671
95.8373,39.2722
95.8719,39.2772
95.9065,39.2822
95.941,39.2873
95.9756,39.2923
96.0101,39.2973
96.0447,39.3023
96.0792,39.3072
96.1137,39.3122
96.1482,39.3172
96.1827,39.3221
96.2172,39.327
96.2517,39.332
96.2862,39.3369
96.3206,39.3418
96.3551,39.3467
96.3896,39.3515
96.424,39.3564
96.4585,39.3613
96.4929,39.3661
96.5273,39.3709
96.5617,39.3758
96.5961,39.3806
96.6305,39.3854
96.6649,39.3902
96.6993,39.395
96.7337,39.3997
96.7681,39.4045
96.8024,39.4092
96.8368,39.414
96.8711,39.4187
96.9054,39.4234
96.9398,39.4281
96.9741,39.4328
97.0084,39.4375
97.0427,39.4422
97.077,39.4468
97.1113,39.4515
97.1456,39.4561
97.1798,39.4608
97.2141,39.4654
97.2484,39.47
97.2826,39.4746
97.3169,39.4792
97.3511,39.4837
97.3853,39.4883
97.4195,39.4928
97.4537,39.4974
97.4879,39.5019
97.5221,39.5064
97.5563,39.511
97.5905,39.5154
97.6247,39.5199
97.6588,39.5244
97.693,39.5289
97.7271,39.5333
97.7613,39.5378
97.7954,39.5422
97.8295,39.5466
97.8636,39.551
97.8977,39.5554
97.9318,39.5598
97.9659,39.5642
98,39.5686
98.0341,39.5729
98.0682,39.5773
98.1022,39.5816
98.1363,39.586
98.1703,39.5903
98.2044,39.5946
98.2384,39.5989
98.2724,39.6031
98.3064,39.6074
98.3404,39.6117
98.3744,39.6159
98.4084,39.6202
98.4424,39.6244
98.4764,39.6286
98.5103,39.6328
98.5443,39.637
98.5783,39.6412
98.6122,39.6454
98.6461,39.6495
98.6801,39.6537
98.714,39.6578
98.7479,39.662
98.7818,39.6661
98.8157,39.6702
98.8496,39.6743
98.8835,39.6784
98.9173,39.6825
98.9512,39.6865
98.9851,39.6906
99.0189,39.6946
99.0528,39.6987
99.0866,39.7027
99.1204,39.7067
99.1543,39.7107
99.1881,39.7147
99.2219,39.7187
99.2557,39.7227
99.2895,39.7266
99.3232,39.7306
99.357,39.7345
99.3908,39.7384
99.4245,39.7423
99.4583,39.7463
99.492,39.7501
99.5258,39.754
99.5595,39.7579
99.5932,39.7618
99.6269,39.7656
99.6606,39.7695
99.6943,39.7733
99.728,39.7771
99.7617,39.7809
99.7954,39.7847
99.8291,39.7885
99.8627,39.7923
99.8964,39.7961
99.93,39.7998
99.9637,39.8036
99.9973,39.8073
100.031,39.811
100.065,39.8147
100.098,39.8184
100.132,39.8221
100.165,39.8258
100.199,39.8295
100.232,39.8332
100.266,39.8368
100.3,39.8404
100.333,39.8441
100.367,39.8477
100.4,39.8513
100.434,39.8549
100.467,39.8585
100.501,39.8621
100.534,39.8656
100.568,39.8692
100.601,39.8727
100.635,39.8763
100.668,39.8798
100.702,39.8833
100.735,39.8868
100.769,39.8903
100.802,39.8938
100.836,39.8973
100.869,39.9007
100.902,39.9042
100.936,39.9076
100.969,39.911
101.003,39.9144
101.036,39.9179
101.069,39.9212
101.103,39.9246
101.136,39.928
101.17,39.9314
101.203,39.9347
101.236,39.9381
101.27,39.9414
101.303,39.9447
101.336,39.948
101.37,39.9513
101.403,39.9546
101.436,39.9579
101.47,39.9612
101.503,39.9644
101.536,39.9677
101.569,39.9709
101.603,39.9742
101.636,39.9774
101.669,39.9806
101.702,39.9838
101.736,39.987
101.769,39.9901
101.802,39.9933
101.835,39.9965
101.869,39.9996
101.902,40.0027
101.935,40.0059
101.968,40.009
102.001,40.0121
102.034,40.0152
102.068,40.0182
102.101,40.0213
102.134,40.0244
102.167,40.0274
102.2,40.0305
102.233,40.0335
102.266,40.0365
102.3,40.0395
102.333,40.0425
102.366,40.0455
102.399,40.0485
102.432,40.0514
102.465,40.0544
102.498,40.0573
102.531,40.0603
102.564,40.0632
102.597,40.0661
102.63,40.069
102.663,40.0719
102.696,40.0748
102.729,40.0777
102.762,40.0805
102.795,40.0834
102.828,40.0862
102.861,40.0891
102.894,40.0919
102.927,40.0947
102.96,40.0975
102.993,40.1003
103.026,40.103
103.059,40.1058
103.092,40.1086
103.125,40.1113
103.158,40.1141
103.191,40.1168
103.224,40.1195
103.257,40.1222
103.29,40.1249
103.323,40.1276
103.355,40.1303
103.388,40.1329
103.421,40.1356
103.454,40.1382
103.487,40.1408
103.52,40.1435
103.553,40.1461
103.585,40.1487
103.618,40.1513
103.651,40.1538
103.684,40.1564
103.717,40.159
103.749,40.1615
103.782,40.1641
103.815,40.1666
103.848,40.1691
103.881,40.1716
103.913,40.1741
103.946,40.1766
103.979,40.1791
104.012,40.1816
104.044,40.184
104.077,40.1865
104.11,40.1889
104.142,40.1913
104.175,40.1937
104.208,40.1961
104.241,40.1985
104.273,40.2009
104.306,40.2033
104.339,40.2056
104.371,40.208
104.404,40.2103
104.436,40.2127
104.469,40.215
104.502,40.2173
104.534,40.2196
104.567,40.2219
104.6,40.2242
104.632,40.2265
104.665,40.2287
104.697,40.231
104.73,40.2332
104.763,40.2354
104.795,40.2377
104.828,40.2399
104.86,40.2421
104.893,40.2442
104.925,40.2464
104.958,40.2486
104.99,40.2508
105.023,40.2529
105.055,40.255
105.088,40.2572
105.12,40.2593
105.153,40.2614
105.185,40.2635
105.218,40.2656
105.25,40.2676
105.283,40.2697
105.315,40.2718
105.348,40.2738
105.38,40.2758
105.413,40.2779
105.445,40.2799
105.477,40.2819
105.51,40.2839
105.542,40.2859
105.575,40.2878
105.607,40.2898
105.639,40.2917
105.672,40.2937
105.704,40.2956
105.736,40.2975
105.769,40.2995
105.801,40.3014
105.834,40.3032
105.866,40.3051
105.898,40.307
105.93,40.3089
105.963,40.3107
105.995,40.3125
106.027,40.3144
106.06,40.3162
106.092,40.318
106.124,40.3198
106.157,40.3216
106.189,40.3234
106.221,40.3251
106.253,40.3269
106.286,40.3287
106.318,40.3304
106.35,40.3321
106.382,40.3338
106.414,40.3355
106.447,40.3372
106.479,40.3389
106.511,40.3406
106.543,40.3423
106.575,40.3439
106.608,40.3456
106.64,40.3472
106.672,40.3488
106.704,40.3505
106.736,40.3521
106.768,40.3537
106.801,40.3552
106.833,40.3568
106.865,40.3584
106.897,40.3599
106.929,40.3615
106.961,40.363
106.993,40.3645
107.025,40.3661
107.057,40.3676
107.089,40.3691
107.121,40.3705
107.154,40.372
107.186,40.3735
107.218,40.3749
107.25,40.3764
107.282,40.3778
107.314,40.3792
107.346,40.3807
107.378,40.3821
107.41,40.3835
107.442,40.3848
107.474,40.3862
107.506,40.3876
107.538,40.3889
107.57,40.3903
107.602,40.3916
107.634,40.3929
107.666,40.3942
107.697,40.3955
107.729,40.3968
107.761,40.3981
107.793,40.3994
107.825,40.4007
107.857,40.4019
107.889,40.4031
107.921,40.4044
107.953,40.4056
107.985,40.4068
108.016,40.408
108.048,40.4092
108.08,40.4104
108.112,40.4116
108.144,40.4127
108.176,40.4139
108.208,40.415
108.239,40.4162
108.271,40.4173
108.303,40.4184
108.335,40.4195
108.367,40.4206
108.398,40.4217
108.43,40.4227
108.462,40.4238
108.494,40.4248
108.526,40.4259
108.557,40.4269
108.589,40.4279
108.621,40.429
108.653,40.43
108.684,40.4309
108.716,40.4319
108.748,40.4329
108.779,40.4339
108.811,40.4348
108.843,40.4358
108.875,40.4367
108.906,40.4376
108.938,40.4385
108.97,40.4394
109.001,40.4403
109.033,40.4412
109.065,40.4421
109.096,40.4429
109.128,40.4438
109.159,40.4446
109.191,40.4454
109.223,40.4463
109.254,40.4471
109.286,40.4479
109.317,40.4487
109.349,40.4495
109.381,40.4502
109.412,40.451
109.444,40.4517
109.475,40.4525
109.507,40.4532
109.538,40.4539
109.57,40.4546
109.602,40.4554
109.633,40.456
109.665,40.4567
109.696,40.4574
109.728,40.4581
109.759,40.4587
109.791,40.4594
109.822,40.46
109.854,40.4606
109.885,40.4612
109.917,40.4618
109.948,40.4624
109.98,40.463
110.011,40.4636
110.042,40.4641
110.074,40.4647
110.105,40.4652
110.137,40.4658
110.168,40.4663
110.2,40.4668
110.231,40.4673
110.262,40.4678
110.294,40.4683
110.325,40.4688
110.357,40.4692
110.388,40.4697
110.419,40.4701
110.451,40.4706
110.482,40.471
110.513,40.4714
110.545,40.4718
110.576,40.4722
110.607,40.4726
110.639,40.473
110.67,40.4733
110.701,40.4737
110.733,40.474
110.764,40.4744
110.795,40.4747
110.826,40.475
110.858,40.4753
110.889,40.4756
110.92,40.4759
110.951,40.4762
110.983,40.4764
111.014,40.4767
111.045,40.4769
111.076,40.4772
111.108,40.4774
111.139,40.4776
111.17,40.4778
111.201,40.478
111.232,40.4782
111.264,40.4784
111.295,40.4785
111.326,40.4787
111.357,40.4789
111.388,40.479
111.42,40.4791
111.451,40.4792
111.482,40.4793
111.513,40.4794
111.544,40.4795
111.575,40.4796
111.606,40.4797
111.637,40.4797
111.669,40.4798
111.7,40.4798
111.731,40.4799
111.762,40.4799
111.793,40.4799
111.824,40.4799
111.855,40.4799
111.886,40.4799
111.917,40.4798
111.948,40.4798
111.979,40.4798
112.01,40.4797
112.041,40.4796
112.072,40.4796
112.103,40.4795
112.134,40.4794
112.165,40.4793
112.196,40.4791
112.227,40.479
112.258,40.4789
112.289,40.4787
112.32,40.4786
112.351,40.4784
112.382,40.4782
112.413,40.4781
112.444,40.4779
112.475,40.4777
112.506,40.4774
112.537,40.4772
112.568,40.477
112.599,40.4767
112.63,40.4765
112.661,40.4762
112.691,40.476
112.722,40.4757
112.753,40.4754
112.784,40.4751
112.815,40.4748
112.846,40.4744
112.877,40.4741
112.908,40.4738
112.938,40.4734
112.969,40.4731
113,40.4727
113.031,40.4723
113.062,40.4719
113.093,40.4715
113.123,40.4711
113.154,40.4707
113.185,40.4703
113.216,40.4698
113.246,40.4694
113.277,40.4689
113.308,40.4685
113.339,40.468
113.37,40.4675
113.4,40.467
113.431,40.4665
113.462,40.466
113.492,40.4654
113.523,40.4649
113.554,40.4644
113.585,40.4638
113.615,40.4632
113.646,40.4627
113.677,40.4621
113.707,40.4615
113.738,40.4609
113.769,40.4603
113.799,40.4597
113.83,40.459
113.861,40.4584
113.891,40.4577
113.922,40.4571
113.953,40.4564
113.983,40.4557
114.014,40.455
114.045,40.4543
114.075,40.4536
114.106,40.4529
114.136,40.4522
114.167,40.4514
114.198,40.4507
114.228,40.4499
114.259,40.4492
114.289,40.4484
114.32,40.4476
114.35,40.4468
114.381,40.446
114.411,40.4452
114.442,40.4444
114.473,40.4435
114.503,40.4427
114.534,40.4418
114.564,40.441
114.595,40.4401
114.625,40.4392
114.656,40.4383
114.686,40.4374
114.717,40.4365
114.747,40.4356
114.778,40.4347
114.808,40.4337
114.838,40.4328
114.869,40.4318
114.899,40.4308
114.93,40.4299
114.96,40.4289
114.991,40.4279
115.021,40.4269
115.051,40.4258
115.082,40.4248
115.112,40.4238
115.143,40.4227
115.173,40.4217
115.203,40.4206
115.234,40.4195
115.264,40.4185
115.295,40.4174
115.325,40.4163
115.355,40.4151
115.386,40.414
115.416,40.4129
115.446,40.4117
115.477,40.4106
115.507,40.4094
115.537,40.4083
115.568,40.4071
115.598,40.4059
115.628,40.4047
115.658,40.4035
115.689,40.4023
115.719,40.401
115.749,40.3998
115.779,40.3986
115.81,40.3973
115.84,40.396
115.87,40.3948
115.9,40.3935
115.931,40.3922
115.961,40.3909
115.991,40.3896
116.021,40.3882
116.052,40.3869
116.082,40.3856
116.112,40.3842
116.142,40.3829
116.172,40.3815
116.203,40.3801
116.233,40.3787
116.263,40.3773
116.293,40.3759
116.323,40.3745
116.353,40.3731
116.383,40.3716
116.414,40.3702
116.444,40.3687
116.474,40.3672
116.504,40.3658
116.534,40.3643
116.564,40.3628
116.594,40.3613
116.624,40.3598
116.655,40.3583
116.685,40.3567
116.715,40.3552
116.745,40.3536
116.775,40.3521
116.805,40.3505
116.835,40.3489
116.865,40.3473
116.895,40.3457
116.925,40.3441
116.955,40.3425
116.985,40.3409
117.015,40.3392
117.045,40.3376
117.075,40.3359
117.105,40.3343
117.135,40.3326
117.165,40.3309
117.195,40.3292
117.225,40.3275
117.255,40.3258
117.285,40.3241
117.315,40.3223
117.345,40.3206
117.375,40.3189
117.405,40.3171
117.435,40.3153
117.465,40.3135
117.495,40.3118
117.524,40.31
117.554,40.3082
117.584,40.3063
117.614,40.3045
117.644,40.3027
117.674,40.3008
117.704,40.299
117.734,40.2971
117.764,40.2952
117.793,40.2934
117.823,40.2915
117.853,40.2896
117.883,40.2877
117.913,40.2857
117.943,40.2838
117.972,40.2819
118.002,40.2799
118.032,40.278
118.062,40.276
118.092,40.274
118.121,40.272
118.151,40.27
118.181,40.268
118.211,40.266
118.241,40.264
118.27,40.262
118.3,40.2599
118.33,40.2579
118.36,40.2558
118.389,40.2537
118.419,40.2516
118.449,40.2496
118.479,40.2475
118.508,40.2454
118.538,40.2432
118.568,40.2411
118.597,40.239
118.627,40.2368
118.657,40.2347
118.686,40.2325
118.716,40.2303
118.746,40.2281
118.775,40.226
118.805,40.2238
118.835,40.2215
118.864,40.2193
118.894,40.2171
118.924,40.2149
118.953,40.2126
118.983,40.2103
119.013,40.2081
119.042,40.2058
119.072,40.2035
119.101,40.2012
119.131,40.1989
119.161,40.1966
119.19,40.1943
119.22,40.1919
119.249,40.1896
119.279,40.1873
119.308,40.1849
119.338,40.1825
119.368,40.1801
119.397,40.1778
119.427,40.1754
119.456,40.1729
119.486,40.1705
119.515,40.1681
119.545,40.1657
119.574,40.1632
119.604,40.1608
119.633,40.1583
119.663,40.1558
119.692,40.1533
119.722,40.1509
119.751,40.1484
119.781,40.1458
119.81,40.1433
119.84,40.1408
119.869,40.1383
119.898,40.1357
119.928,40.1332
119.957,40.1306
119.987,40.128
120.016,40.1254
120.046,40.1228
120.075,40.1202
120.104,40.1176
120.134,40.115
120.163,40.1124
120.193,40.1097
120.222,40.1071
120.251,40.1044
120.281,40.1018
120.31,40.0991
120.339,40.0964
120.369,40.0937
120.398,40.091
120.427,40.0883
120.457,40.0856
120.486,40.0828
120.515,40.0801
120.545,40.0773
120.574,40.0746
120.603,40.0718
120.633,40.069
120.662,40.0662
120.691,40.0634
120.72,40.0606
120.75,40.0578
120.779,40.055
120.808,40.0521
120.838,40.0493
120.867,40.0464
120.896,40.0436
120.925,40.0407
120.955,40.0378
120.984,40.0349
121.013,40.032
121.042,40.0291
121.071,40.0262
121.101,40.0233
121.13,40.0204
121.159,40.0174
121.188,40.0145
121.217,40.0115
121.247,40.0085
121.276,40.0055
121.305,40.0025
121.334,39.9995
121.363,39.9965
121.392,39.9935
121.422,39.9905
121.451,39.9874
121.48,39.9844
